;sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;monto_del_credito;línea_credito;fecha_de_beneficio
3937;masculino;comercio;almacen de ropa en;manrique central no. 1;2;4.0;2000000;microempresarial;2018-11-08
3938;femenino;comercio;tienda;pedregal;1;6.0;7800000;microempresarial;2018-10-26
3939;femenino;comercio;variedades;robledo;2;7.0;4000000;microempresarial;2016-05-27
3940;femenino;comercio;cafeteria;la sierra;1;8.0;4400000;microempresarial;2017-11-16
3941;femenino;servicio;peluqueria;robledo;2;7.0;7300000;microempresarial;2017-05-16
3942;femenino;comercio;comidas rapidas;belen;3;16.0;8000000;microempresarial;2019-02-22
3943;masculino;industria;fabrica de;las palmas;3;90.0;3500000;microempresarial;2016-08-19
3944;femenino;servicio;peluqueria;villatina;2;8.0;4500000;microempresarial;2018-03-12
3945;femenino;comercio;comidas rapidas;miranda;2;4.0;2500000;microempresarial;2017-11-08
3947;masculino;comercio;miscelanea;villatina;2;8.0;7000000;microempresarial;2017-12-12
3948;femenino;industria;fabrica de;el salvador;2;9.0;7000000;microempresarial;2017-11-17
3949;femenino;comercio;organización y;enciso;2;8.0;4000000;microempresarial;2018-05-09
3950;femenino;comercio;variedades;manrique central no. 2;2;3.0;7800000;microempresarial;2018-10-25
3951;femenino;comercio;fabrica de alimentos;centro admtivo;2;10.0;7800000;microempresarial;2018-08-29
3952;femenino;comercio;comidas rapidas;villa hermosa;3;8.0;5300000;microempresarial;2018-06-27
3953;femenino;industria;cafe e internet;robledo;3;7.0;7370000;microempresarial;2017-05-30
3954;masculino;servicio;variedades;boston;3;10.0;3000000;microempresarial;2018-02-05
3955;femenino;comercio;variedades;boyaca;3;5.0;6000000;microempresarial;2016-06-16
3956;femenino;comercio;variedades;villa del socorro;1;2.0;5000000;microempresarial;2018-05-23
3957;femenino;servicio;lavanderia;buenos aires;2;9.0;7000000;microempresarial;2017-04-27
3958;femenino;comercio;restaurante;campo valdes no. 1;3;4.0;7812000;microempresarial;2018-02-06
3959;femenino;servicio;peluqueria;robledo;2;7.0;4000000;microempresarial;2016-10-11
3960;femenino;comercio;distribuidora de;popular;2;2.0;3300000;microempresarial;2019-06-20
3961;femenino;comercio;almacen de ropa en;el salvador;3;9.0;7300000;microempresarial;2017-10-18
3963;femenino;comercio;restaurante;villa hermosa;3;8.0;7300000;microempresarial;2017-02-08
3964;femenino;comercio;tienda;la avanzada;1;1.0;2000000;microempresarial;2018-08-01
3965;masculino;comercio;barberia;robledo;3;7.0;7812000;microempresarial;2018-03-14
3966;femenino;servicio;productos de belleza;la sierra;1;8.0;7800000;microempresarial;2018-05-11
3967;femenino;comercio;comidas rapidas;villa hermosa;3;8.0;2500000;microempresarial;2018-08-10
3968;femenino;industria;fabrica de;el salvador;3;9.0;6890000;microempresarial;2016-06-08
3969;femenino;comercio;variedades;el salvador;3;9.0;7800000;microempresarial;2018-03-13
3970;masculino;comercio;venta de repuestos;la candelaria;3;10.0;7800000;microempresarial;2018-08-22
3971;femenino;industria;fabrica de;calasanz;2;12.0;5000000;microempresarial;2018-09-05
3972;masculino;comercio;tienda;robledo;2;7.0;7370000;microempresarial;2017-07-27
3973;masculino;comercio;distribuidora de;villa hermosa;3;8.0;7800000;microempresarial;2018-05-11
3974;femenino;industria;fabrica de calzado;cabecera san cristobal;1;60.0;3500000;microempresarial;2017-05-05
3975;femenino;servicio;variedades;manrique central no. 1;2;4.0;7800000;microempresarial;2018-05-16
3976;femenino;comercio;comidas rapidas;popular;1;1.0;2000000;microempresarial;2017-11-10
3978;masculino;comercio;variedades;manrique central no. 2;2;3.0;7800000;microempresarial;2018-05-31
3980;femenino;industria;fabrica de;moravia;1;4.0;5000000;microempresarial;2017-05-24
3981;femenino;industria;fabrica de;belen;3;16.0;7377000;microempresarial;2017-06-02
3982;masculino;comercio;tienda naturista;prado;3;10.0;5000000;microempresarial;2018-05-22
3983;femenino;comercio;variedades;robledo;2;7.0;4000000;microempresarial;2016-02-29
3984;femenino;industria;fabrica de;belen;3;16.0;4000000;microempresarial;2017-03-23
3985;masculino;comercio;fabrica de calzado;enciso;3;8.0;7377000;microempresarial;2017-02-10
3986;femenino;servicio;legumbreria;laureles;3;11.0;6890000;microempresarial;2016-09-13
3987;femenino;comercio;variedades;san javier no.1;2;13.0;6000000;microempresarial;2018-04-17
3988;masculino;comercio;peluqueria;cabecera san cristobal;3;60.0;4000000;microempresarial;2018-04-09
3989;femenino;comercio;tienda;robledo;2;7.0;7377000;microempresarial;2017-02-17
3990;femenino;comercio;fabrica de;pedregal;3;6.0;4300000;microempresarial;2017-05-23
3991;masculino;comercio;almacen de ropa en;cabecera san antonio ;3;80.0;3000000;microempresarial;2017-11-15
3992;masculino;comercio;publicidad y;san jose de la cima no. ;2;3.0;237976;microempresarial;2017-03-09
3993;masculino;industria;fabrica de;picacho;1;6.0;7000000;microempresarial;2017-08-15
3994;femenino;comercio;tienda;manrique central no. 1;2;4.0;300000;microempresarial;2018-04-12
3995;femenino;industria;fabrica de;20 de julio;2;13.0;7800000;microempresarial;2018-05-03
3996;femenino;comercio;venta de lacteos;campo valdes no. 1;2;4.0;3000000;microempresarial;2019-04-22
3997;masculino;industria;fabrica de;juan pablo ii;2;9.0;8000000;microempresarial;2019-03-18
3998;femenino;servicio;comidas rapidas;aranjuez;2;4.0;7300000;microempresarial;2017-05-26
3999;femenino;comercio;variedades;doce de octubre no.1;2;6.0;6890000;microempresarial;2016-04-15
4000;femenino;comercio;almacen de ropa en;buenos aires;2;9.0;7300000;microempresarial;2017-01-26
4001;femenino;servicio;peluqueria;manrique oriental;1;3.0;6000000;microempresarial;2016-06-22
4002;femenino;industria;fabrica de;belencito;2;13.0;6000000;microempresarial;2018-10-25
4003;femenino;comercio;venta de calzado;popular;1;1.0;4000000;microempresarial;2017-03-30
4004;femenino;comercio;fabrica de;santo domingo savio ;1;1.0;6890000;microempresarial;2016-05-27
4005;femenino;servicio;carpinteria;santa cruz;2;2.0;4000000;microempresarial;2017-06-20
4006;femenino;servicio;variedades;la aguacatala;1;14.0;7000000;microempresarial;2017-02-02
4007;femenino;industria;fabrica de;santa cruz;2;2.0;4500000;microempresarial;2017-10-20
4009;femenino;servicio;almacen de ropa en;belen;3;16.0;7300000;microempresarial;2017-03-15
4010;masculino;servicio;montallantas;manrique oriental;3;3.0;7000000;microempresarial;2019-03-22
4011;femenino;servicio;peluqueria;manrique central no. 2;1;3.0;4000000;microempresarial;2019-05-10
4012;masculino;comercio;tienda;playon de los ;2;2.0;6890000;microempresarial;2016-09-28
4013;femenino;comercio;almacen de ropa en;manrique central no. 1;3;4.0;7300000;microempresarial;2017-12-22
4014;femenino;comercio;pañalera;popular;2;1.0;2500000;microempresarial;2017-09-25
4015;masculino;comercio;variedades;manrique central no. 2;1;3.0;6890000;microempresarial;2016-06-07
4016;femenino;comercio;tienda;santo domingo savio ;1;1.0;4000000;microempresarial;2018-06-05
4017;masculino;comercio;tienda;belen;2;16.0;8281000;microempresarial;2019-02-27
4018;masculino;industria;fabrica de;robledo;1;7.0;3500000;microempresarial;2018-05-17
4019;masculino;comercio;tienda;trinidad;3;15.0;6000000;microempresarial;2019-05-17
4020;masculino;servicio;variedades;popular;2;1.0;6000000;microempresarial;2018-05-29
4021;femenino;industria;fabrica de;alfonso lopez;3;5.0;43435244;microempresarial;2016-12-01
4022;femenino;servicio;variedades;la sierra;1;8.0;4400000;microempresarial;2017-11-20
4023;masculino;comercio;tienda;aguas frias;2;70.0;7800000;microempresarial;2018-11-28
4024;masculino;servicio;tienda;villatina;2;8.0;1000000;microempresarial;2017-08-02
4025;femenino;comercio;panaderia;ocho de marzo;1;9.0;7000000;microempresarial;2017-06-01
4026;femenino;comercio;tienda;cabecera san cristobal;2;60.0;8000000;microempresarial;2019-03-20
4027;femenino;comercio;comidas rapidas;manrique central no. 2;3;3.0;4000000;microempresarial;2018-04-10
4028;femenino;comercio;distribuidora de;castilla;3;5.0;3000000;microempresarial;2019-06-13
4030;masculino;comercio;barberia;robledo;2;7.0;8281000;microempresarial;2019-01-18
4031;femenino;servicio;peluqueria;cabecera san cristobal;1;60.0;4000000;microempresarial;2017-06-07
4032;masculino;comercio;fabrica de muebles;cabecera san cristobal;3;60.0;4000000;microempresarial;2018-06-19
4033;femenino;comercio;variedades;popular;1;1.0;3500000;microempresarial;2018-11-19
4034;femenino;servicio;barberia;olaya herrera;1;7.0;6000000;microempresarial;2018-02-05
4035;masculino;industria;fabrica de;san javier no.1;1;13.0;7000000;microempresarial;2018-04-24
4036;femenino;comercio;almacen de ropa en;kennedy;2;7.0;5000000;microempresarial;2019-02-13
4037;femenino;comercio;variedades;robledo;3;7.0;4500000;microempresarial;2018-08-22
4038;femenino;comercio;venta de lacteos;doce de octubre no.1;2;6.0;6300000;microempresarial;2016-11-11
4039;masculino;comercio;variedades;enciso;2;8.0;8000000;microempresarial;2019-04-25
4040;femenino;comercio;variedades;playon de los ;2;2.0;6000000;microempresarial;2018-10-11
4041;femenino;servicio;peluqueria;santo domingo savio ;2;1.0;7300000;microempresarial;2017-02-07
4042;masculino;industria;fabrica de;buenos aires;2;9.0;7000000;microempresarial;2018-05-08
4043;femenino;industria;fabrica de;buenos aires;2;9.0;1600000;microempresarial;2019-02-11
4044;femenino;comercio;criadero de animales;belen;3;16.0;7300000;microempresarial;2017-10-24
4045;femenino;servicio;peluqueria;moravia;2;4.0;6890000;microempresarial;2016-04-12
4046;masculino;comercio;venta de calzado;pedregal;3;6.0;3500000;microempresarial;2016-06-21
4047;femenino;servicio;comidas rapidas;cabecera san antonio ;2;80.0;3000000;microempresarial;2016-06-16
4048;masculino;industria;tienda;la florida;2;80.0;6800000;microempresarial;2018-06-27
4049;femenino;servicio;miscelanea;boston;2;10.0;7000000;microempresarial;2019-06-05
4050;masculino;comercio;almacen de ropa en;belen;3;16.0;8000000;microempresarial;2019-06-18
4051;femenino;servicio;sembrados;boyaca;3;5.0;22000000;juridica y cap.semilla;2017-02-21
4052;masculino;comercio;comidas rapidas;santa cruz;2;2.0;7377000;microempresarial;2017-03-09
4053;femenino;comercio;almacen de ropa en;playon de los ;2;2.0;7370000;microempresarial;2017-01-31
4054;femenino;comercio;variedades;la sierra;1;8.0;8000000;microempresarial;2019-06-05
4055;masculino;servicio;variedades;manrique central no. 1;2;4.0;7000000;microempresarial;2018-03-09
4056;masculino;comercio;venta de calzado;aranjuez;3;4.0;4000000;microempresarial;2016-10-21
4057;masculino;servicio;recreativo educativo;castilla;3;5.0;6400000;microempresarial;2016-05-24
4058;masculino;servicio;tienda;villa hermosa;3;8.0;8281000;microempresarial;2019-04-22
4059;masculino;industria;fabrica de;aranjuez;2;4.0;6890000;microempresarial;2016-12-19
4060;femenino;servicio;peluqueria;manrique central no. 1;2;4.0;5000000;microempresarial;2017-11-23
4061;femenino;comercio;variedades;belen;2;16.0;3000000;microempresarial;2019-03-21
4062;femenino;industria;fabrica de;gerona;3;9.0;7377000;microempresarial;2017-01-24
4063;masculino;comercio;tienda;cabecera san cristobal;1;60.0;6000000;microempresarial;2016-04-08
4065;masculino;comercio;comidas rapidas;santa cruz;2;2.0;7800000;microempresarial;2018-05-10
4066;masculino;comercio;tienda;alfonso lopez;3;5.0;8000000;microempresarial;2019-05-13
4067;femenino;comercio;variedades;manrique oriental;2;3.0;4000000;microempresarial;2018-03-23
4068;femenino;comercio;tienda;manrique central no. 1;3;4.0;7377000;microempresarial;2017-07-18
4069;femenino;comercio;almacen de ropa en;san pablo;1;1.0;3000000;microempresarial;2018-02-21
4070;femenino;comercio;comidas rapidas;la avanzada;1;1.0;1000000;microempresarial;2018-10-31
4071;femenino;comercio;tienda;cabecera san cristobal;1;60.0;3000000;microempresarial;2018-09-14
4072;femenino;servicio;restaurante;san javier no.1;3;13.0;7370000;microempresarial;2017-03-22
4073;femenino;servicio;tienda;sucre;1;8.0;6000000;microempresarial;2016-07-27
4074;femenino;comercio;granero;hector abad gomez;2;5.0;4000000;microempresarial;2019-04-05
4075;femenino;comercio;comidas rapidas;aranjuez;3;4.0;7800000;microempresarial;2018-07-09
4076;masculino;industria;fabrica de calzado;eduardo santos;2;10.0;8200000;microempresarial;2019-04-10
4077;masculino;comercio;tienda;castilla;3;5.0;7800000;microempresarial;2018-02-14
4078;femenino;industria;fabrica de;san javier no.1;1;13.0;6000000;microempresarial;2017-07-13
4079;femenino;servicio;peluqueria;robledo;3;7.0;6000000;microempresarial;2017-05-26
4080;femenino;servicio;ebanistaria;belen;3;16.0;8250000;microempresarial;2018-05-09
4081;masculino;comercio;miscelanea;castilla;3;5.0;6890000;microempresarial;2016-09-08
4082;masculino;servicio;variedades;san javier no.1;2;13.0;7800000;microempresarial;2018-05-30
4083;femenino;comercio;papeleria;rosales;2;16.0;7370000;microempresarial;2017-05-09
4084;masculino;comercio;variedades;las palmas;2;10.0;4000000;microempresarial;2017-11-17
4085;masculino;comercio;variedades;villa hermosa;3;8.0;4000000;microempresarial;2016-09-15
4086;masculino;comercio;charcuteria;manrique central no. 2;1;3.0;7000000;microempresarial;2017-12-28
4088;masculino;industria;fabrica de;la floresta;3;12.0;6890000;microempresarial;2016-06-17
4089;femenino;comercio;tienda;santo domingo savio ;1;1.0;3000000;microempresarial;2018-12-04
4091;femenino;comercio;almacen de ropa en;belen;3;16.0;6890000;microempresarial;2016-09-26
4092;femenino;comercio;venta de repuestos;campo valdes no. 1;3;4.0;6890000;microempresarial;2016-02-20
4093;masculino;comercio;mantenimiento en;doce de octubre no.1;2;6.0;7370000;microempresarial;2017-10-18
4094;femenino;comercio;distribuidora de;florencia;3;5.0;6890000;microempresarial;2016-08-12
4095;masculino;servicio;comidas rapidas;manrique central no. 1;3;4.0;8000000;microempresarial;2019-05-22
4096;masculino;servicio;mantenimiento en;picachito;1;6.0;7000000;microempresarial;2018-05-07
4097;femenino;comercio;miscelanea;santa cruz;2;4.0;8281000;microempresarial;2019-02-08
4098;masculino;comercio;almacen de ropa en;santa lucia;3;12.0;7377170;microempresarial;2017-10-12
4099;femenino;servicio;comidas rapidas;robledo;2;7.0;2000000;microempresarial;2018-03-09
4100;masculino;comercio;servicios;pedregal;3;6.0;2000000;microempresarial;2018-07-06
4101;masculino;comercio;variedades;enciso;3;8.0;1000000;microempresarial;2018-03-20
4102;femenino;industria;comidas rapidas;moravia;2;4.0;7377000;microempresarial;2017-02-24
4103;masculino;servicio;variedades;santa rosa de lima;3;13.0;1000000;microempresarial;2018-09-10
4105;masculino;comercio;cafeteria;santa teresita;2;12.0;3500000;microempresarial;2018-05-04
4106;femenino;servicio;taller de mecanica;enciso;1;8.0;6000000;microempresarial;2018-06-22
4107;femenino;industria;fabrica de;robledo;2;7.0;600000;microempresarial;2018-03-09
4108;femenino;comercio;fabrica de alimentos;robledo;2;7.0;4000000;microempresarial;2016-10-18
4109;masculino;comercio;cerrajeria;juan xxiii la quiebra;1;13.0;8000000;microempresarial;2019-05-22
4110;masculino;comercio;papeleria;robledo;1;7.0;7000000;microempresarial;2018-01-19
4111;femenino;comercio;variedades;villatina;1;8.0;2500000;microempresarial;2016-03-14
4112;masculino;industria;fabrica de;manrique central no. 2;1;3.0;6000000;microempresarial;2016-03-17
4113;femenino;servicio;fabrica de;popular;1;1.0;5000000;microempresarial;2016-10-19
4114;femenino;comercio;distribuidora de;prado;3;10.0;7300000;microempresarial;2017-02-13
4115;femenino;comercio;montallantas;playon de los ;1;2.0;7800000;microempresarial;2018-11-27
4116;femenino;comercio;tienda;cabecera san cristobal;1;60.0;7800000;microempresarial;2018-09-20
4117;femenino;industria;fabrica de;picacho;2;6.0;7000000;microempresarial;2017-11-02
4118;masculino;comercio;variedades;castilla;3;5.0;5000000;microempresarial;2018-02-22
4119;femenino;servicio;tienda;santa cruz;2;2.0;7000000;microempresarial;2018-03-23
4120;femenino;comercio;almacen de ropa en;castilla;3;5.0;7370000;microempresarial;2017-09-13
4121;masculino;servicio;restaurante;olaya herrera;1;7.0;7377000;microempresarial;2017-09-29
4122;masculino;servicio;comidas rapidas;aranjuez;2;4.0;7300000;microempresarial;2017-09-19
4123;femenino;industria;lenceria para el;cabecera san antonio ;3;80.0;6800000;microempresarial;2016-12-01
4124;masculino;agropecuaria;comidas rapidas;barrio caicedo;2;9.0;7300000;microempresarial;2017-09-06
4126;masculino;comercio;papeleria;campo valdes no. 1;2;4.0;3000000;microempresarial;2016-04-29
4127;femenino;servicio;peluqueria;vrda. san cristobal ;1;60.0;2500000;microempresarial;2016-02-01
4128;femenino;industria;fabrica de;manrique central no. 1;3;4.0;7300000;microempresarial;2017-11-02
4129;femenino;industria;fabrica de calzado;santo domingo savio ;1;16.0;5000000;microempresarial;2018-10-25
4130;masculino;industria;fabrica de ceramica;villa del socorro;2;2.0;5000000;microempresarial;2016-10-05
4131;femenino;comercio;legumbreria;santo domingo savio ;1;1.0;4000000;microempresarial;2018-05-29
4132;femenino;agropecuaria;criadero de animales;santo domingo savio ;1;1.0;6000000;microempresarial;2017-06-28
4133;masculino;comercio;variedades;prado;3;10.0;3000000;microempresarial;2018-02-05
4134;masculino;comercio;comidas rapidas;buenos aires;2;9.0;2000000;microempresarial;2017-07-13
4135;femenino;comercio;variedades;cabecera san antonio ;3;80.0;7300000;microempresarial;2017-11-27
4136;femenino;comercio;miscelanea;manrique central no. 2;2;3.0;7000000;microempresarial;2019-01-25
4137;femenino;comercio;variedades;boston;2;10.0;7370000;microempresarial;2017-08-15
4138;masculino;servicio;barberia;manrique central no. 2;2;3.0;7370000;microempresarial;2017-07-17
4139;femenino;servicio;peluqueria;buenos aires;3;9.0;7800000;microempresarial;2018-04-06
4140;femenino;industria;fabrica de;popular;1;1.0;7300000;microempresarial;2017-11-23
4142;femenino;comercio;variedades;villatina;1;8.0;2500000;microempresarial;2018-06-12
4143;femenino;servicio;mantenimiento en;popular;2;1.0;6800000;microempresarial;2016-12-20
4145;masculino;servicio;cafe e internet;doce de octubre no.1;2;6.0;3750000;microempresarial;2018-10-31
4146;femenino;comercio;comidas rapidas;belen;3;16.0;5000000;microempresarial;2018-05-25
4147;femenino;servicio;publicidad y;la milagrosa;3;9.0;3000000;microempresarial;2018-07-10
4148;masculino;industria;fabrica de ceramica;popular;1;1.0;7812000;microempresarial;2018-05-22
4149;femenino;industria;fabrica de;andalucia;2;2.0;5000000;microempresarial;2018-07-06
4150;femenino;servicio;mantenimiento en;campo valdes no. 1;3;4.0;5000000;microempresarial;2018-11-02
4151;femenino;comercio;comidas rapidas;la floresta;3;12.0;7500000;microempresarial;2019-05-06
4152;femenino;servicio;peluqueria;la milagrosa;3;9.0;7377000;microempresarial;2017-03-09
4153;femenino;comercio;fabrica de calzado;buenos aires;3;9.0;7800000;microempresarial;2018-09-12
4154;femenino;comercio;almacen de ropa en;tricentenario;3;5.0;7377000;microempresarial;2017-02-01
4155;masculino;servicio;barberia;picachito;1;6.0;7000000;microempresarial;2017-03-03
4156;femenino;servicio;peluqueria;manrique central no. 2;2;3.0;7800000;microempresarial;2018-05-25
4157;masculino;comercio;tienda;buenos aires;3;9.0;5000000;microempresarial;2016-10-12
4158;femenino;comercio;variedades;robledo;2;7.0;3400000;microempresarial;2018-03-06
4159;femenino;comercio;almacen de ropa en;san javier no.1;1;13.0;4000000;microempresarial;2017-10-09
4160;masculino;comercio;variedades;barrio caicedo;2;9.0;6000000;microempresarial;2017-10-06
4161;masculino;comercio;comidas rapidas;san javier no.1;1;13.0;7800000;microempresarial;2018-10-31
4162;masculino;comercio;variedades;campo valdes no. 1;2;4.0;2000000;microempresarial;2016-02-23
4163;femenino;servicio;tienda;calasanz;3;13.0;7800000;microempresarial;2018-07-16
4164;masculino;comercio;tienda;san javier no.1;1;13.0;5000000;microempresarial;2018-12-06
4165;masculino;comercio;variedades;aranjuez;3;4.0;6890000;microempresarial;2016-03-11
4166;masculino;industria;fabrica de;buenos aires;2;9.0;7800000;microempresarial;2018-08-14
4167;femenino;industria;fabrica de;moravia;2;4.0;5000000;microempresarial;2017-12-26
4168;masculino;servicio;recreativo educativo;belen;3;16.0;7300000;microempresarial;2017-12-06
4169;masculino;comercio;granero;san javier no.1;2;13.0;8280000;microempresarial;2019-06-25
4171;femenino;comercio;variedades;belen;3;16.0;5000000;microempresarial;2016-10-12
4172;femenino;comercio;comidas rapidas;castilla;2;5.0;2000000;microempresarial;2018-03-16
4173;masculino;comercio;peluqueria;cabecera san cristobal;2;60.0;7500000;microempresarial;2018-01-17
4174;femenino;servicio;barberia;picachito;1;6.0;7377000;microempresarial;2017-02-23
4175;femenino;comercio;tienda;el salvador;2;9.0;5000000;microempresarial;2017-10-23
4176;femenino;comercio;tienda;manrique oriental;2;3.0;7800000;microempresarial;2018-04-03
4177;masculino;servicio;mantenimiento en;la milagrosa;3;9.0;8000000;microempresarial;2019-03-05
4178;femenino;servicio;peluqueria;moravia;2;4.0;3000000;microempresarial;2018-03-02
4179;femenino;servicio;publicidad y;robledo;2;7.0;7377000;microempresarial;2017-09-01
4180;femenino;comercio;cafeteria;manrique oriental;1;3.0;3000000;microempresarial;2018-05-07
4181;femenino;comercio;tienda;la floresta;2;12.0;4136000;microempresarial;2016-04-11
4182;femenino;industria;fabrica de calzado;robledo;2;7.0;6000000;microempresarial;2017-11-21
4183;femenino;servicio;variedades;barrio colombia;3;14.0;7370000;microempresarial;2017-02-23
4184;femenino;industria;fabrica de;manrique central no. 1;1;4.0;63000000;microempresarial;2017-06-16
4185;femenino;industria;fabrica de;buenos aires;2;9.0;7000000;microempresarial;2017-03-08
4186;masculino;comercio;variedades;santo domingo savio ;2;1.0;7000000;microempresarial;2017-07-14
4187;femenino;comercio;legumbreria;picacho;1;6.0;7377000;microempresarial;2017-09-20
4188;femenino;industria;fabrica de arepas;campo valdes no. 1;3;4.0;7300000;microempresarial;2018-01-24
4189;masculino;comercio;tienda;robledo;1;7.0;6894000;microempresarial;2016-09-12
4190;masculino;comercio;tienda;campo valdes no. 1;2;4.0;7800000;microempresarial;2019-02-19
4191;femenino;comercio;legumbreria;girardot;3;5.0;7800000;microempresarial;2018-08-03
4192;femenino;industria;fabrica de muebles;altavista;2;16.0;7800000;microempresarial;2018-12-13
4193;masculino;servicio;mantenimiento en;buenos aires;3;9.0;5000000;microempresarial;2016-09-29
4194;femenino;servicio;comidas rapidas;manrique central no. 2;2;3.0;3000000;microempresarial;2016-08-22
4195;femenino;comercio;variedades;san javier no.1;1;13.0;2000000;microempresarial;2017-09-20
4196;femenino;servicio;publicidad y;el socorro;1;13.0;6000000;microempresarial;2018-12-28
4197;masculino;servicio;productos de belleza;alfonso lopez;2;5.0;7000000;microempresarial;2018-05-24
4198;femenino;servicio;peluqueria;belen;2;9.0;60000000;microempresarial;2017-05-26
4199;femenino;comercio;comidas rapidas;llanaditas;1;8.0;5000000;microempresarial;2017-03-23
4200;femenino;servicio;peluqueria;cabecera san antonio ;2;80.0;7800000;microempresarial;2018-07-16
4201;femenino;comercio;tienda;manrique central no. 2;3;3.0;7000000;microempresarial;2017-08-04
4202;femenino;industria;fabrica de;doce de octubre no.1;1;6.0;5000000;microempresarial;2017-05-10
4203;masculino;industria;bares;florencia;3;5.0;19000000;empresarial ed.;2018-02-28
4204;femenino;comercio;variedades;la floresta;3;12.0;4500000;microempresarial;2016-03-02
4205;masculino;servicio;barberia;san jose de la cima no. ;1;3.0;6200000;microempresarial;2018-02-16
4206;femenino;servicio;restaurante;robledo;2;7.0;6000000;microempresarial;2019-04-25
4207;femenino;industria;fabrica de;san javier no.1;1;13.0;7000000;microempresarial;2017-05-04
4208;femenino;comercio;variedades;granizal;2;1.0;1500000;microempresarial;2018-09-10
4210;femenino;industria;fabrica de;jardin botanico;1;4.0;5000000;microempresarial;2018-05-31
4211;femenino;comercio;panaderia;bombona no. 1;3;10.0;6800000;microempresarial;2016-09-30
4212;masculino;comercio;tienda;santo domingo savio ;1;1.0;6000000;microempresarial;2018-12-05
4214;masculino;servicio;taller de mecanica;cabecera san cristobal;2;60.0;8000000;microempresarial;2019-05-22
4215;femenino;comercio;variedades;antonio nariño;3;13.0;780000;microempresarial;2018-05-04
4216;femenino;industria;fabrica de;belalcazar;2;5.0;6890000;microempresarial;2016-11-01
4217;femenino;agropecuaria;criadero de animales;manrique central no. 2;1;3.0;7812000;microempresarial;2018-07-19
4218;femenino;comercio;variedades;robledo;2;7.0;3000000;microempresarial;2017-03-29
4219;femenino;comercio;comidas rapidas;buenos aires;1;9.0;8200000;microempresarial;2019-05-24
4220;masculino;servicio;recreativo educativo;santa cruz;3;2.0;7800000;microempresarial;2018-02-14
4221;femenino;comercio;variedades;popular;2;1.0;5000000;microempresarial;2016-01-19
4222;femenino;servicio;peluqueria;el salvador;3;9.0;7000000;microempresarial;2018-06-15
4224;femenino;comercio;variedades;san javier no.1;3;13.0;6890000;microempresarial;2017-02-22
4225;femenino;industria;fabrica de;loreto;2;9.0;3000000;microempresarial;2018-05-02
4226;femenino;comercio;papeleria;castilla;3;5.0;4000000;microempresarial;2019-01-30
4227;femenino;comercio;fabrica de;bello horizonte;1;7.0;4000000;microempresarial;2017-02-23
4228;femenino;comercio;distribuidora de;aranjuez;3;4.0;7300000;microempresarial;2017-06-30
4229;femenino;comercio;cerrajeria;robledo;2;7.0;5800000;microempresarial;2017-09-18
4230;masculino;agropecuaria;criadero de animales;cabecera san cristobal;2;60.0;14000000;microempresarial;2017-11-20
4231;masculino;industria;fabrica de;florencia;3;5.0;4000000;microempresarial;2017-09-13
4232;femenino;comercio;tienda;popular;1;9.0;3150000;microempresarial;2017-08-25
4233;femenino;industria;fabrica de;belen;2;16.0;7800000;microempresarial;2018-08-08
4234;femenino;comercio;variedades;manrique central no. 1;2;4.0;7377000;microempresarial;2017-11-07
4235;femenino;industria;fabrica de;robledo;1;7.0;7000000;microempresarial;2018-04-27
4236;masculino;servicio;organización y;belen;3;16.0;68900000;microempresarial;2016-07-14
4237;femenino;industria;carpinteria;aranjuez;2;4.0;7800000;microempresarial;2018-05-15
4239;femenino;industria;fabrica de;sucre;3;8.0;5000000;microempresarial;2018-07-12
4240;femenino;comercio;tienda naturista;campo valdes no. 1;3;4.0;7800000;microempresarial;2018-05-28
4241;masculino;comercio;tienda;lopez de mesa;3;7.0;1500000;microempresarial;2018-07-24
4242;masculino;comercio;tienda;guayabal;2;15.0;7800000;microempresarial;2018-09-05
4243;femenino;comercio;almacen de ropa en;boston;3;10.0;7370000;microempresarial;2017-08-15
4244;masculino;servicio;recreativo educativo;guayabal;3;15.0;2000000;microempresarial;2016-10-28
4245;femenino;comercio;almacen de ropa en;manrique oriental;2;3.0;6000000;microempresarial;2017-07-19
4246;masculino;servicio;peluqueria;san pablo;2;1.0;7800000;microempresarial;2018-01-12
4247;masculino;servicio;taller de electronica;lopez de mesa;3;7.0;3000000;microempresarial;2018-11-16
4248;femenino;servicio;lavanderia;cabecera san cristobal;1;60.0;4000000;microempresarial;2017-03-07
4249;femenino;comercio;fabrica de helados;santo domingo savio ;2;1.0;7377000;microempresarial;2017-03-07
4250;femenino;comercio;comidas rapidas;santander;2;6.0;7800000;microempresarial;2018-10-30
4251;femenino;comercio;variedades;san javier no.1;3;13.0;6000000;microempresarial;2016-07-05
4252;femenino;industria;fabrica de;belen;3;16.0;5500000;microempresarial;2018-09-03
4253;masculino;industria;fabrica de calzado;granizal;3;1.0;5000000;microempresarial;2017-04-07
4254;femenino;comercio;variedades;la floresta;3;12.0;6890000;microempresarial;2016-10-11
4255;femenino;servicio;fumigacion;enciso;1;8.0;6890000;microempresarial;2016-11-28
4256;masculino;comercio;fabrica de muebles;robledo;2;7.0;7370000;microempresarial;2017-09-20
4258;femenino;comercio;gimnasio;popular;2;1.0;2000000;microempresarial;2017-04-18
